Announce Date,Acquirer Ticker,Target Ticker,Deal Description
2014-04-07,MNKTQ US,QCOR US,On 04/07/2014 Mallinckrodt PLC announced the acquisition of Questcor Pharmaceuticals Inc for USD 5436.47M. The transaction is expected to be completed in the third quarter of 2014. This is the third largest transaction in the Therapeutics industry on record at the time of announcement.
2002-05-21,C US,1030770Q US,Citigroup Inc acquired Golden State Bancorp Inc for USD 5433.26M. The transaction was announced on 5/21/2002 and completed on 11/7/2002.
2021-12-13,PFE US,ARNA US,Pfizer Inc acquired Arena Pharmaceuticals Inc for USD 5403.53M. The transaction was announced on 12/13/2021 and completed on 3/14/2022.
2018-01-22,AIG US,2042261D US,"On 01/22/2018, American International Group announced it has entered into a definitive agreement to acquire Validus Holding Corp, for a cash consideration of USD 68.00 per share. The deal was completed on 07/18/2018.  On 01/22/2018, it was reported that American International Group Inc was in..."
2021-06-07,BX US,QTS US,Blackstone Inc acquired QTS Realty Trust Inc for USD 5374.35M. The transaction was announced on 6/7/2021 and completed on 9/1/2021.
1999-05-17,GD US,202275Q US,General Dynamics Corp acquired Gulfstream Aerospace Corp/DE for USD 5369.49M. The transaction was announced on 5/17/1999 and completed on 8/2/1999.
2019-04-02,UGI US,APU US,UGI Corp acquired AmeriGas Partners LP for USD 5359.98M. The transaction was announced on 4/2/2019 and completed on 8/22/2019.
1996-09-16,1005945D US,2673Q US,Ohio Edison Co acquired Centerior Energy Corp for USD 5337.66M. The transaction was announced on 9/16/1996 and completed on 11/10/1997.
2015-05-06,CEQP US,CMLP US,"On 05/06/2015, Crestwood Equity Partners LP announced the acquisition of Crestwood Midstream Partners LP for USD 5,237.93M. This deal was completed on 10/01/2015. At the time of the announcement, this is the largest  deal recorded involved by either Crestwood Equity Partners LP or Crestwood M..."
2016-08-01,TSLA US,1745597D US,"On 08/01/2016, Tesla Motors Inc entered into a definitive merger agreement with SolarCity Corp, for the purchase of all outstanding shares for a purchase price of USD 5,319.16. As of announcement, this was the largest solar-power deal on record. According to The News on 07/25/2016, Tesla Moto..."
2012-08-27,MTB US,HCBK US,"M&T Bank Corp announced the acquisition of Hudson City Bancorp Inc. The transaction was announced on 08/27/2012 and was completed on 11/02/2015 for USD 5,314.16M. Terms of the transaction constitute shares or common stock having a value equal to the product of 0.08403 multiplied by the averag..."
2008-10-24,PNC US,NCC US,"The PNC Financial Services Group Inc acquired National City Corp for USD 5,311.87M. The transaction was announced on 10/24/2008 and completed on 01/02/2009. National City Corp delisted from the New York Stock Exchange."
2001-07-30,GE US,838852Q US,General Electric Co acquired Heller Financial Inc for USD 5254.84M. The transaction was announced on 7/30/2001 and completed on 10/25/2001.
2021-02-22,MTB US,PBCT US,M&T Bank Corp acquired People's United Financial Inc for USD 5245.72M. The transaction was announced on 2/22/2021 and completed on 4/5/2022.
2005-11-18,CSCO US,3026360Q US,Cisco Systems Inc acquired Scientific-Atlanta LLC for USD 5236.10M. The transaction was announced on 11/18/2005 and completed on 2/27/2006.
2014-02-20,BKD US,ESC US,"Brookdale Senior Living Inc announced the acquisition of Emeritus Corp for USD 5,225.97M. The transaction was announced on 02/20/2014 and completed on 07/31/2014. Upon completion, the combined company has 1,161 communities in 46 states and 10% of the senior living solutions market."
2006-06-23,APC US,WGR US,Anadarko Petroleum Corp acquired Western Gas Resources Inc for USD 5217.34M. The transaction was announced on 6/23/2006 and completed on 8/24/2006.
1999-02-01,ROH US,3179Q US,Rohm and Haas Co acquired Morton International LLC for USD 5116.68M. The transaction was announced on 2/1/1999 and completed on 6/22/1999.
2014-10-13,NGLS US,APL US,"Targa Resources Partners LP announced the acquisition of Atlas Pipeline Partners LP for USD 5,102.34M. The transaction was announced on 10/13/2014 and was completed on 03/02/2015. As of the announcement, this is the 5th largest acquisition YTD in the Pipelines industry in the US."
2000-12-21,NOC US,3691661Q US,Northrop Grumman Corp acquired Litton Industries Inc for USD 5102.20M. The transaction was announced on 12/21/2000 and completed on 5/31/2001.
2010-11-25,,DLM US,"A consortium led by Kohlberg Kravis Roberts & Co LP acquired Del Monte Foods Co for USD 5,098.61M. The transaction was announced on 11/25/2010 and completed on 03/09/2011. As of completion, this is the largest buyout of a company in the canned food industry."
2014-08-01,LNWO US,BYI US,"On 08/01/2014 Scientific Games Corp agreed to acquire Bally Technologies Inc for USD 5,090.96M. The transaction is completed on 11/24/2014 and it is the second largest transaction in the Casino Services industry on record at the time of announcement."
2015-09-15,XRAY US,SIRO US,It was announced that Dentsply International Inc and Sirona Dental Systems Inc have agreed to merge to form one entity. The transaction will result in the world's largest manufacturer of professional dental products and technologies with an implied pro forma equity value of approximately USD ...
2013-09-30,BPY-U CN,BPO CN,Brookfield Property Partners LP acquired Brookfield Office Properties Inc for USD 5036.75M. The transaction was announced on 9/30/2013 and completed on 6/11/2014.
2018-09-06,PEB US,LHO US,"Pebblebrook Hotel Trust announced the acquisition of LaSalle Hotel Properties on 09/06/2018. The transaction was completed on 12/03/2018. On 08/27/2018, it was announced that LaSalle was going to evaluate the Pebblebrook offer, which may be a ""Superior Proposal."" On 08/21/2018, Pebblebrook ..."
2001-07-16,SANM US,374430Q US,Sanmina Corp acquired SCI Systems Inc for USD 5014.20M. The transaction was announced on 7/16/2001 and completed on 12/7/2001.
2018-04-30,VAC US,1859004D US,"On 04/30/2018 Marriott Vacations announced an agreement to acquire ILG Inc. On 10/03/2017, ILG Inc received a takeover approach from Marriott Vacations Worldwide Corp. On 06/15/2017, ILG Inc was considering a merger with another company. These conversations came after ILG Inc had been under p..."
2022-04-25,BX US,PSB US,Blackstone Inc acquired PS Business Parks Inc for USD 5004.14M. The transaction was announced on 4/25/2022 and completed on 7/20/2022.
2001-02-12,119240Q US,CIV US,Potomac Electric Power Co acquired Conectiv LLC for USD 4986.45M. The transaction was announced on 2/12/2001 and completed on 8/2/2002.
2007-05-30,,0860320D US,A consortium led by Fidelity National Financial Inc/US acquired Ceridian LLC for USD 4968.07M. The transaction was announced on 5/30/2007 and completed on 11/9/2007.
1999-08-09,CMCSA US,JOIN US,Comcast Corp acquired Jones Intercable Inc for USD 4944.67M. The transaction was announced on 8/9/1999 and completed on 3/3/2000.
2018-01-29,WRK US,KS US,"On 01/29/2018, WestRock Co announced the acquisition of KapStone Paper and Packaging Corp in a USD 35 per share in cash or 0.4981 in stock per share for a total consideration of USD 4,991.31M. The deal was completed on 11/05/2018. At the time of announcement, it was the largest acquisition f..."
1998-10-08,2968900Q US,JCOR US,iHeartCommunications Inc acquired Jacor Communications Inc for USD 4926.70M. The transaction was announced on 10/8/1998 and completed on 5/5/1999.
2019-11-04,SYK US,WMGI US,"Stryker Corp announced the acquisition of Wright Medical Group NV for USD 4,918.52M. The transaction was announced on 11/04/2019 and has a tender offer expiration date of 02/27/2020. The acquisition is expected to close on the second half of 2020"
2010-11-09,CVX US,8251545Q US,Chevron Corp acquired Atlas Energy Inc for USD 4916.06M. The transaction was announced on 11/9/2010 and completed on 2/18/2011.
2016-08-15,MAA US,PPS US,"On 12/01/2016, the transaction was completed. On 08/15/2016, Mid-America Apartment Communities Inc announced the acquisition of Post Properties Inc for USD 4,894.97M in an all-stock transaction. At the time of announcement, this was the largest acquisition for Mid-America on record. On 08/14/..."
2015-04-07,,1923955D US,"On 08/07/2015, Permira Advisers, Canada Pension Plan Investment Board, Microsoft Corp and Salesforce Ventures completed the acquisition of Informatica Corp for USD 48.75 per share. Microsoft Corp and Salesforce Ventures joined the consortium on 08/06/2015. This is the third transaction over U..."
2003-02-24,DVN US,OEI US,Devon Energy Corp acquired Devon OEI Operating LLC for USD 4881.03M. The transaction was announced on 2/24/2003 and completed on 4/28/2003.
2001-12-15,GE US,2309719Q US,General Electric Co acquired Security Capital Group Inc for USD 4878.53M. The transaction was announced on 12/15/2001 and completed on 5/15/2002.
1998-03-09,0772031D US,86872Q US,Qwest Communications International Inc acquired LCI International Inc for USD 4870.31M. The transaction was announced on 3/9/1998 and completed on 6/8/1998.
2001-09-27,1235274D US,3293866Q US,GenOn Energy Inc acquired Orion Power Holdings Inc for USD 4854.01M. The transaction was announced on 9/27/2001 and completed on 2/20/2002.
2014-10-13,TRGP US,1240716D US,"Targa Resources Corp announced the acquisition of Atlas Energy LP for USD 2020.59M. The transaction was announced on 10/13/2014 and was completed on 03/02/2015. Atlas Energy will spin off its midstream assets before the acquisition is to complete, and the combined company will have a presence..."
2004-09-13,,562340Q US,A consortium led by Sony Group Corp acquired Metro-Goldwyn-Mayer Inc for USD 4812.07M. The transaction was announced on 9/13/2004 and completed on 4/11/2005.
2018-02-26,SPB US,9999966D US,HRG Group Inc entered into an agreement to acquire Spectrum Brands Holdings Inc in a one-for-one share exchange. Spectrum's management team and board will lead the combined company. The transaction was announced on 02/26/2018 and completed on 07/16/2018.
2003-09-02,CMX US,3601921Q US,Caremark Rx Inc acquired CaremarkPCS LLC for USD 4797.03M. The transaction was announced on 9/2/2003 and completed on 3/25/2004.
2000-08-27,166783Q US,967641Q US,T-Mobile USA Inc acquired Powertel Memphis Licenses Inc for USD 4794.90M. The transaction was announced on 8/27/2000 and completed on 5/31/2001.
1999-03-05,ADELQ US,CTYA US,Adelphia Communications Corp acquired Century Communications Corp for USD 4779.98M. The transaction was announced on 3/5/1999 and completed on 10/4/1999.
1999-12-13,MRCHQ US,USWB US,marchFirst Inc acquired USWeb Corp for USD 4749.49M. The transaction was announced on 12/13/1999 and completed on 3/1/2000.
2015-02-06,LHX US,XLS US,"On 02/06/2015, Harris Corp announced the acquisition of Exelis Inc for USD 4,735.55M. The transaction was completed on 05/29/2015. At the time of announcement, this was the largest acquisition by Harris Corp on record. The newly combined company would have unclassified obligations in fiscal 2..."
1999-01-19,ATHMQ US,XCIT US,At Home Corp acquired Excite Inc for USD 4729.68M. The transaction was announced on 1/19/1999 and completed on 6/1/1999.
2005-06-06,8394653Q US,0882694D US,Prologis acquired Catellus Development Corp for USD 4729.63M. The transaction was announced on 6/6/2005 and completed on 9/16/2005.
1999-03-25,XEL US,NCE US,Xcel Energy Inc acquired New Century Energies Inc for USD 4728.14M. The transaction was announced on 3/25/1999 and completed on 8/21/2000.
2021-06-01,,CLDR US,A consortium led by Clayton Dubilier & Rice LLC acquired Cloudera Inc for USD 4703.66M. The transaction was announced on 6/1/2021 and completed on 10/8/2021.
2014-10-20,,2460189D US,"On 10/20/2014 it was announced that Cleco Corp was to be acquired by British Columbia Investment Management Corp and Macquarie Infrastructure Co LLC. This is the third largest acquisition of an American Electric-Integrated company YTD at the time of announcement. On 04/25/14, it was reported ..."
1999-04-01,ATBA AV,294656Q US,Altaba Inc acquired Broadcast.com Inc for USD 4651.58M. The transaction was announced on 4/1/1999 and completed on 7/21/1999.
2005-12-22,GE US,3389716Q US,General Electric Co acquired Arden Realty Inc for USD 4651.29M. The transaction was announced on 12/22/2005 and completed on 5/3/2006.
2011-04-20,AES US,DPL US,AES Corp/The acquired DPL Inc for USD 4639.58M. The transaction was announced on 4/20/2011 and completed on 11/28/2011.
2005-08-01,PSA US,SHU US,Public Storage acquired Shurgard Storage Centers LLC for USD 4623.76M. The transaction was announced on 8/1/2005 and completed on 8/23/2006.
2022-08-08,PFE US,GBT US,Pfizer Inc acquired Global Blood Therapeutics Inc for USD 4618.23M. The transaction was announced on 8/8/2022 and completed on 10/6/2022.
2007-05-22,MS US,1477070D US,Morgan Stanley acquired Crescent Real Estate Equities Co for USD 4604.02M. The transaction was announced on 5/22/2007 and completed on 8/3/2007.
